,Recipe,step-1,trange-1,step-2,trange-2,step-3,trange-3,step-4,trange-4,step-5,trange-5,step-6,trange-6,step-7,trange-7,step-8,trange-8,step-9,trange-9,step-10,trange-10,step-11,trange-11,step-12,trange-12,step-13,trange-13,step-14,trange-14,step-15,trange-15,step-16,trange-16,step-17,trange-17,step-18,trange-18,step-19,trange-19,step-20,trange-20,step-21,trange-21,step-22,trange-22,step-23,trange-23,step-24,trange-24,step-25,trange-25,step-26,trange-26,step-27,trange-27,step-28,trange-28,step-29,trange-29,step-30,trange-30,step-31,trange-31,step-32,trange-32,step-33,trange-33,step-34,trange-34,step-35,trange-35,step-36,trange-36,step-37,trange-37,step-38,trange-38,step-39,trange-39,step-40,trange-40,step-41,trange-41,step-42,trange-42,step-43,trange-43,step-44,trange-44,step-45,trange-45,step-46,trange-46,step-47,trange-47,step-48,trange-48,step-49,trange-49,step-50,trange-50,step-51,trange-51,step-52,trange-52
927,chinese-almond-cookies,"in a large bowl, cream the butter and sugar together with an electric hand mixer for 5 minutes, or until light and fluffy.","42,91","add the egg, then 1 egg yolk, beating to incorporate after each addition.","92,128",add the almond extract and beat to combine.,"129,148","sift the flour, baking soda, and salt into the bowl and beat for 3 minutes, or until a crumbly dough forms.","149,219",turn out the dough onto a sheet of plastic wrap and fold the wrap over the dough on all 4 sides to create a square dough block about ½ inch (1 ¼ cm) thick.,"220,296",refrigerate the dough for 2 hours.,"297,303",preheat the oven to 325˚f (165˚c).,"-1,-1",line a baking sheet with parchment paper.,"-1,-1",unwrap the dough on a cutting board and cut into 25 cubes.,"304,353","roll the dough cubes into balls, then flatten slightly and place on the prepared baking sheet.","354,384","in a small bowl, beat the remaining egg yolk with the water.","385,420",brush a thick layer of egg wash onto the cookies.,"421,464",add the red food coloring to a small bowl.,"465,486",dip the thicker end of a wooden chopstick into the food coloring and make a dot in the center of each cookie.,"487,507","bake for 35 minutes, or until the cookies are golden.","508,514",let the cookies cool on a wire rack for 30 minutes before serving.,"-1,-1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
928,chinese-chicken-curry,heat up 2 tablespoons of oil on low to medium heat.,"40,52",sear the chicken until the outside turns golden brown.,"53,98",season with salt and pepper.,"99,112","take out the chicken, make sure you don’t clean the pot or you’d wipe away some deliciousness!","-1,-1","add another tablespoon of oil, fry the onions, carrots, and potatoes until soften.","113,151",add the chicken back in with the water.,"152,182",bring to a boil then simmer for 10 minutes with the lid on.,"183,200","add in the peas and curry paste, stir well.","201,254",serve with rice.,"255,270",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
929,chinese-chicken-fried-rice,heat a wok over medium-high heat for 5 minutes.,"-1,-1",add the oil then stir in eggs and fry until just cooked.,"1,40","once cooked, remove eggs from the wok and set aside.","41,50",heat up the wok until smoking hot and pour in the oil.,"51,62",add the chicken breast and fry until they are just cooked.,"-1,-1",add the rice and keep frying until they turn slightly brown.,"63,82",add the vegetables and fry everything together until they are thoroughly cooked.,"83,122",pour in the soy sauce and stir.,"123,138",add the cooked eggs back in and toss them around until they break into pieces.,"139,163",add in the spring onions and serve.,"164,170",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
930,chinese-fried-sesame-balls,"make the red bean filling: in a medium bowl, combine the red beans with 1 cup (240 ml) of water.","70,96",cover with plastic wrap and soak overnight.,"97,111","drain the red beans, then transfer to a small saucepan with the remaining 3 cups (720 ml) of water.","112,154","bring to a boil over medium-high heat, then cover and cook for 1 hour, until soft enough to mash with a fork.","155,182","add the sugar and cook, stirring frequently, until the liquid evaporates and a thick red bean paste forms.","209,257",transfer the red bean paste to a bowl.,"258,270","cover with plastic wrap, pressing it directly onto the surface of the paste to prevent a skin from forming.","271,290",refrigerate until ready to use.,"291,296","make the dough: in a liquid measuring cup or small bowl, whisk the hot water with the light brown sugar until the sugar dissolves.","297,332",add the glutinous rice flour to a medium bowl and use a spoon to create a small well in the center.,"333,356","pour the sugar syrup into the well and stir for 5 minutes, until the dough is well combined and no longer sticks to the bowl.","357,424",lightly dust a clean surface with glutinous rice flour.,"425,444","turn the dough out and knead for 5 minutes, until it forms a smooth, round ball.","445,494",use a little bit more flour or water as needed.,"-1,-1",divide the dough into 8 pieces.,"495,514","roll the pieces into small balls, then flatten into discs about ½-inch (1 ¼ cm) thick and 2½-inches (6.5 cm) in diameter.","515,561",place 1 teaspoon of red bean filling in the center of a piece of dough.,"562,575","fold in the edges to cover the filling, then roll into a ball.","576,595",roll the ball in the sesame seeds until the dough is covered.,"596,638",repeat with the remaining ingredients.,"-1,-1",heat the vegetable oil in a large pot until it reaches 350°f (180°c).,"639,645","fry the sesame balls for 15 minutes, stirring frequently, until golden brown.","646,700",transfer to a wire rack set over a baking sheet to drain and let cool for 15 minutes before serving.,"701,728",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
931,chinese-green-beans,"in a large pan or wok, heat the oil over high.","1,8",fry the string beans until they start blistering.,"9,25",remove the string beans.,"26,47","in the same pan or wok, add the garlic, ginger, and scallions.","48,67",fry until fragrant.,"68,82",add the mushrooms and ground pork.,"83,96",fry until the pork is mostly done.,"97,105",stir in the the dried red chilies and chili paste.,"106,133",add the string beans back the pan/wok.,"134,148",toss to combine everything.,"149,153","add the soy sauce, rice wine, and a dash of white pepper.","154,213",serve!,"-1,-1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
932,chinese-style-1-2-3-4-5-6-one-pot-chinese-ribs,heat the oil in a large sauce pan over a medium heat.,"-1,-1",add the ribs and sear until all sides turn golden brown.,"1,39",add in all the seasoning.,"40,97","bring the liquid to a boil, reduce heat, and cover.","98,111",simmer the ribs for an hour to 90 minutes.,"-1,-1",until the ribs become really tender.,"-1,-1",once the ribs are cooked remove lid and reduce the sauce for 5 minutes.,"-1,-1",serve drizzled with sauce.,"-1,-1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
933,chinese-style-glazed-pork-belly,cut the pork belly into roughly 1-inch (2 ½ cm) chunks.,"2,29","bring the water to a boil in a pot, then add the pork, ginger, onion, and garlic, cooking for about 3-4 minutes.","32,72",remove the pork from the water and drain it on a plate lined with a paper towel.,"73,85",discard the remaining water and vegetables.,"-1,-1","after cleaning and drying the pot, heat it with the oil over high heat.","97,103","place the pork back in, cooking until browned.","108,125",the oil may pop and splash so be careful.,"-1,-1","add the brown sugar, turning the heat to low.","126,131","stir continuously until the sugar has melted, caramelized, and coated the pork evenly.","132,150","immediately add the soy sauces and rice wine, stirring and cooking for about 5-6 minutes or until the liquid has reduced into a thick glaze.","158,175","add the water, stir, and cover the pot for about 45 minutes.","180,212","make sure the mixture is at a low simmer, not boiling.","-1,-1",check and stir every 10 minutes or so and add water if the pot is getting dry.,"-1,-1","when the 45 minutes are up, remove the lid, checking to see if the sauce coats the pork in a very thick glaze.","230,232","if it is too runny, continue to stir, uncovered, until the liquid has reduced.","-1,-1",serve immediately over a bowl of rice and sprinkle with sliced green onions.,"257,272",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
934,chinese-take-away-style-lemon-chicken,combine all marinade ingredients with the chicken breast and leave for 20 minutes.,"1,69","coat the chicken breast first in flour, then eggs, and finally panko breadcrumbs.","72,103",in a medium-sized saucepan heat the oil to 170°c (325˚f).,"104,104",deep fry the breaded chicken for about 3-4 minutes until the coating is golden brown.,"105,131","in a small frying pan, combine the chicken stock, lemon juice, and sugar.","134,180",bring the mixture to a boil.,"-1,-1","mix the corn flour with the water, then add the mixture to the frying pan to thicken the sauce.","188,219",add the chicken to the frying pan and coat with the lemon sauce.,"224,248",serve on top of rice.,"259,274",(we garnished ours with green onions and sesame seeds.),"-1,-1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
935,chinese-takeaway-style-orange-chicken,combine all marinade ingredients with the chicken breast and leave to marinade in the fridge for 20 minutes.,"1,54","coat the chicken breast first in flour, then eggs, and finally panko breadcrumbs.","55,87",in a medium-sized saucepan heat the oil to 170°c (325˚f).,"-1,-1",deep fry the breaded chicken for about 3-4 minutes until the coating is golden brown and the chicken is cooked through.,"88,120","in a small frying pan, combine the chicken stock, orange zests, orange juice, and sugar, then stir.","121,151",bring the mixture to a boil.,"152,166","mix the cornflour with the water, then add the mixture to the pan to thicken the sauce.","167,202",add the chicken to the frying pan and coat with the orange sauce.,"203,233",serve on top of rice and add toppings of your choice.,"234,255",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
936,chinese-takeout-style-tofu-and-broccoli,wrap tofu in two layers of paper towels and place on a plate.,"1,28","put another plate on top of the tofu to weigh it down, and microwave for 2-3 minutes, or until drained.","29,34","after microwaving, carefully unwrap tofu and slice into ½-1 inch cubes.","43,79",pat each cube dry.,"-1,-1","in a large nonstick skillet, heat vegetable oil and 1 teaspoon of sesame oil over medium-high heat.","81,100","once the oil is hot, add cubes of tofu and cook on all sides until golden brown, approximately 2-4 minutes per side, then remove from pan and set aside.","105,162",add broccoli to the hot pan and add vegetable broth.,"173,203",cover with a lid and reduce heat to medium-low.,"204,230",steam for 5 minutes.,"-1,-1",remove lid and turn heat back up to medium-high.,"231,231","add garlic, grated ginger, and ½ teaspoon sesame oil.","247,292",stir to soften.,"-1,-1","add in soy sauce, agave, sesame seeds, and cornstarch slurry.","295,394",stir until thickened to desired consistency.,"-1,-1",add tofu back into broccoli and sauce mixture.,"402,429",serve over white rice and garnish with green onion and sesame seeds.,"442,458",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
937,chipotle-chicken-burrito-bowl,"in a plastic bag, place chicken thighs and 3 tablespoons of the olive oil.","1,22","add the chipotle powder, garlic powder, cumin, and salt.","23,43",seal the plastic bag and massage the meat until fully coated.,"44,64","transfer to the refrigerator to marinate for at least 1 hour, or overnight.","65,71",heat 1 tablespoon of olive oil in a large skillet over medium heat.,"72,81","place the marinated chicken thighs in the pan and cook for 5 minutes on each side, or until the chicken is cooked through.","82,118",cube the chicken thighs on a cutting board and set aside.,"119,144","in a large bowl, place cooked brown rice, and top the chopped chicken thighs, green peppers, cherry tomatoes, black beans, corns, red onions, and cilantro.","145,189","drizzle 2 tablespoons of olive oil, lime juice, and season with salt and pepper over the bowl.","190,216",toss until well mixed.,"217,223",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
938,chipotle-chicken-lettuce-cups,"place the chicken breasts, 2 teaspoons of salt, peppercorns, onion, whole garlic cloves, bay leaves, and water in a large pot.","1,60",cover the pot and bring to a simmer over medium heat.,"61,79","once the water is simmering, cook for 10 minutes, until the chicken registers 165°f (74°c) when pierced with an instant-read thermometer.","-1,-1",transfer the chicken to a cutting board and discard the cooking liquid.,"80,101","using 2 forks, pull the chicken apart until shredded.","102,135","in a large nonstick pan, heat the oil over medium-high heat until shimmering.","477,485","add the corn, bell pepper, and a pinch of salt and sauté until the vegetables have softened, about 2 minutes.","486,521","add the chipotle peppers and sauté until fragrant, about 30 seconds.","522,540",add the shredded chicken and mix until everything is well incorporated.,"541,561",add the lime juice and mix to incorporate.,"562,584",remove the pan from the heat and let the chicken cool for 5 minutes before spooning into the lettuce leaves.,"-1,-1",top with a sprinkle of chopped cilantro.,"585,619",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
939,chipotle-chickpea-tacos,add the olive oil to a pan over medium heat.,"1,9","once the oil begins to shimmer, add the chickpeas and cook until slightly golden, stirring occasionally.","10,35","add soy sauce, chipotle chili powder, and garlic powder to the chickpeas and sauté for 3-4 more minutes, until golden brown.","36,123",serve on warm tortillas with desired taco toppings.,"124,139",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
940,chipotle-chili-and-cornbread-dumplings,"in a large bowl, mix the flour, cornmeal, baking powder, and salt.","1,24",mix and make a little well in the center.,"25,38","add the milk, eggs, honey into the well, beat the eggs and liquid first, and then combine with the rest of the dry ingredients.","39,94",set aside until chili is almost finished.,"-1,-1","in a large pot at medium high heat, add the beef, season with salt, pepper, cumin, chili powder, smoked paprika, cayenne, and cook until it is a deep brown color.","95,187","add the onion, red bell peppers garlic, and chopped chipotles, and a pinch of salt.","188,212","cook until caramelized and soft, about 10 minutes.","213,229",add the tomato paste and cook until the tomato paste gets dark and starts sticking to the bottom slightly.,"230,253","add in the canned diced tomatoes, beef broth, black beans, kidney beans, and apple cider vinegar (optional).","254,286",stir until all is well incorporated.,"287,314","bring to a boil, reduce heat to low to a simmer,","315,346",scoop and shape the cornbread batter into golf ball sized dumplings and place in the simmering chili.,"347,359",put a lid on the chili and steam/simmer the dumplings 20 minutes or until the dumplings are cooked through.,"360,384","serve with cheddar cheese, sour cream, and sliced scallions.","385,434",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
941,chipotle-lime-salad-dressing,add the ingredients into a mason jar.,"1,52",screw the lid on tightly and shake vigorously.,"53,59",the dressing can remain in the fridge for 1-2 weeks.,"-1,-1",pour over your favorite salad ingredients and enjoy!,"-1,-1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
942,chipotle-popcorn-chicken,cut chicken breast into bite-sized pieces and place them in a medium-sized bowl.,"1,56","pour buttermilk and can of chiles over the chicken, making sure to get all of the adobo sauce out of the can.","57,76",mix well to incorporate.,"77,92",cover and let marinate in the refrigerator for 2-4 hours.,"93,96","in a separate bowl, mix together panko bread crumbs, chili powder, salt, pepper, and paprika.","97,144",remove chicken from the refrigerator and dredge the pieces in the bread crumb mixture for an even coat.,"145,165",fry them in 350˚f (180˚c) oil until they are crispy and golden brown (about 2 minutes).,"166,207",drain on paper towels.,"208,224",garnish with an additional sprinkle of smoked paprika and serve.,"225,234",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
